,locality,Median 2013,Median 2014,Median 2015,Median 2016,Median 2017,Median 2018,Median 2019,Median 2020,Median 2021,Median 2022,Postcode
0,Abbotsford,792500.0,862500.0,925000.0,1187500.0,1280000.0,1192500.0,1050000.0,1200000.0,1375000.0,1517500.0,3067
1,Aberfeldie,947500.0,1045000.0,1207500.0,1300000.0,1471000.0,1498500.0,1390000.0,1520000.0,1880500.0,1575000.0,3040
2,Aintree,,,600000.0,600000.0,571000.0,557500.0,575000.0,640000.0,719000.0,760000.0,3336
3,Aireys Inlet,664000.0,625500.0,680000.0,715000.0,737500.0,869000.0,985000.0,1132500.0,1775000.0,1750000.0,3231
4,Airport West,532000.0,575000.0,635000.0,742000.0,845000.0,845000.0,795000.0,812500.0,960000.0,919500.0,3042
5,Albanvale,313000.0,328000.0,345000.0,439000.0,526500.0,546000.0,512000.0,545000.0,610000.0,605000.0,3021
6,Albert Park,1360000.0,1503000.0,1700000.0,1775000.0,2150000.0,2070000.0,1990000.0,1895000.0,2300000.0,2076000.0,3206
7,Albion,379000.0,432000.0,481000.0,593000.0,730000.0,755000.0,675000.0,727500.0,830000.0,785000.0,3020
8,Alexandra,261000.0,247500.0,285000.0,275000.0,291500.0,335000.0,325000.0,380000.0,440000.0,545000.0,3714
9,Alfredton,361500.0,362000.0,340500.0,375000.0,412500.0,439000.0,480000.0,512000.0,605000.0,700000.0,3350
10,Allansford,310000.0,242500.0,259000.0,275000.0,280000.0,245000.0,300000.0,371000.0,441500.0,629000.0,3277
11,Alphington,1080000.0,1029000.0,1296500.0,1272500.0,1560000.0,1612500.0,1460000.0,1865000.0,2290000.0,1990000.0,3078
12,Altona,575000.0,646500.0,718000.0,829000.0,950000.0,932500.0,890000.0,917000.0,1160000.0,1018000.0,Unknown
13,Altona East,561000.0,603000.0,650000.0,795000.0,885000.0,902000.0,855000.0,870000.0,1015000.0,1095000.0,3025
14,Altona Meadows,390000.0,413000.0,440000.0,495000.0,625000.0,631500.0,617500.0,640000.0,720000.0,750000.0,3028
15,Altona North,510000.0,555000.0,645000.0,726000.0,828000.0,830000.0,780000.0,830000.0,960000.0,920000.0,3025
16,Anglesea,550000.0,612500.0,635000.0,652500.0,788000.0,870000.0,915000.0,1100000.0,1440000.0,1712500.0,3230
17,Apollo Bay,450000.0,457500.0,435000.0,480000.0,545000.0,555000.0,600000.0,710000.0,914500.0,1160000.0,3233
18,Ararat,180000.0,200000.0,210000.0,204500.0,199000.0,199000.0,215000.0,244000.0,313000.0,340000.0,3377
19,Ardeer,330000.0,360000.0,381500.0,517500.0,595000.0,629000.0,572000.0,615000.0,719000.0,737500.0,3022
20,Armadale,1675000.0,1750000.0,2172500.0,2364000.0,2300000.0,2341500.0,2490000.0,2575000.0,2585000.0,2721000.0,Unknown
21,Armstrong Creek,467500.0,441500.0,440000.0,450000.0,471000.0,535000.0,529500.0,547000.0,660000.0,721000.0,3217
22,Ascot (Greater Bendigo),349500.0,344500.0,349000.0,370000.0,358000.0,380000.0,415500.0,470000.0,562500.0,555000.0,Unknown
23,Ascot Vale,735000.0,810000.0,885000.0,1010000.0,1185000.0,1197500.0,1098500.0,1270000.0,1315000.0,1270000.0,3032
24,Ashburton,1000000.0,1200000.0,1435000.0,1567500.0,1812500.0,1712500.0,1641500.0,1600000.0,2000000.0,2225000.0,3147
25,Ashwood,775000.0,888000.0,1140000.0,1230000.0,1359000.0,1210000.0,1100000.0,1250500.0,1442500.0,1410000.0,3147
26,Aspendale,620000.0,690000.0,795500.0,891000.0,1125000.0,980000.0,988000.0,1120000.0,1300000.0,1350000.0,Unknown
27,Aspendale Gardens,586500.0,632000.0,715000.0,775000.0,882500.0,935000.0,844000.0,970000.0,1131000.0,1157000.0,3195
28,Attwood,540000.0,515000.0,620000.0,660000.0,742500.0,750000.0,767500.0,750000.0,970000.0,703000.0,3049
29,Avenel,231000.0,302000.0,245000.0,250000.0,355000.0,349000.0,370000.0,450000.0,455000.0,515000.0,3664
30,Avoca,182500.0,180000.0,182500.0,165000.0,212500.0,220000.0,219500.0,290000.0,325000.0,375000.0,3467
31,Avondale Heights,532500.0,560000.0,650000.0,750000.0,845500.0,830000.0,810000.0,842500.0,970000.0,990000.0,3034
32,Avonsleigh,420000.0,355000.0,397500.0,501000.0,562000.0,540000.0,532500.0,615000.0,752500.0,705000.0,3782
33,Bacchus Marsh,335500.0,348000.0,355000.0,376000.0,415500.0,480000.0,500000.0,520000.0,596500.0,620000.0,3340
34,Badger Creek,315000.0,325000.0,345000.0,379000.0,465000.0,500000.0,498000.0,550000.0,665000.0,700000.0,3777
35,Bairnsdale,235000.0,244000.0,246500.0,255000.0,272500.0,279000.0,274000.0,290000.0,350000.0,425000.0,Unknown
36,Balaclava,860500.0,942000.0,1100000.0,1242500.0,1385500.0,1196000.0,1350000.0,1390000.0,1550000.0,1660000.0,3183
37,Balcombe,712500.0,737000.0,871000.0,950000.0,1100000.0,1240000.0,1125000.0,1300000.0,1750000.0,1852500.0,Unknown
38,Ballan,352000.0,330000.0,359000.0,370000.0,417000.0,462000.0,450000.0,505000.0,603500.0,661000.0,Unknown
39,Ballarat Central,322000.0,327500.0,353000.0,385000.0,430000.0,447500.0,515000.0,560000.0,700000.0,710000.0,3350
40,Ballarat East,265000.0,265000.0,275000.0,295000.0,310000.0,340000.0,360000.0,398000.0,487500.0,540000.0,3350
41,Ballarat North,296000.0,312000.0,315000.0,339500.0,346500.0,389000.0,415000.0,425000.0,566500.0,635000.0,3350
42,Balnarring,525000.0,544000.0,595000.0,670000.0,815000.0,814500.0,825000.0,938500.0,1275000.0,1306500.0,Unknown
43,Balnarring Beach,750000.0,700000.0,887500.0,904000.0,890000.0,1115000.0,1275000.0,1250000.0,1570000.0,1847500.0,3926
44,Balwyn,1530000.0,1780000.0,2210000.0,2180000.0,2340000.0,2420000.0,2385000.0,2260000.0,2750000.0,2716500.0,Unknown
45,Balwyn North,1240000.0,1452000.0,1850000.0,1800000.0,1950000.0,1810000.0,1720000.0,1887500.0,2255500.0,1976500.0,3104
46,Bandiana,339000.0,355000.0,377500.0,370000.0,375000.0,390000.0,374000.0,380000.0,447000.0,449500.0,3691
47,Bannockburn,370000.0,405000.0,393000.0,382000.0,430000.0,487500.0,530000.0,555000.0,680000.0,720000.0,3331
48,Baranduda,345000.0,330000.0,323000.0,350000.0,350000.0,403500.0,395000.0,430500.0,487000.0,683000.0,3691
49,Barnawartha,245000.0,220000.0,305000.0,245000.0,312000.0,280000.0,316000.0,345000.0,358500.0,405000.0,Unknown
50,Barwon Heads,742500.0,715000.0,775000.0,842500.0,916000.0,965000.0,1023000.0,1285000.0,1557000.0,1667500.0,3227
51,Baxter,330500.0,325000.0,340000.0,403000.0,530000.0,542500.0,530000.0,567500.0,710000.0,787500.0,3911
52,Bayswater,458500.0,525000.0,632500.0,693000.0,800500.0,753000.0,720000.0,747000.0,872500.0,936500.0,Unknown
53,Bayswater North,468500.0,490000.0,580000.0,628000.0,737500.0,713000.0,695000.0,731000.0,860000.0,868500.0,3153
54,Beaconsfield,486500.0,525000.0,559000.0,585000.0,694500.0,730000.0,685000.0,711000.0,892000.0,891000.0,Unknown
55,Beaconsfield Upper,470000.0,507500.0,602500.0,630000.0,725500.0,903500.0,787500.0,818000.0,900000.0,1205000.0,3808
56,Beaufort,186000.0,220000.0,205000.0,237500.0,220000.0,225000.0,242500.0,325000.0,390000.0,380000.0,3373
57,Beaumaris,1074000.0,1129500.0,1345000.0,1455000.0,1611000.0,1674000.0,1587500.0,1725000.0,2100000.0,2060000.0,3193
58,Beeac,157500.0,162500.0,158000.0,148000.0,200500.0,191500.0,180000.0,265000.0,345500.0,,3251
59,Beechworth,295000.0,295000.0,332000.0,345000.0,399000.0,400000.0,478500.0,487500.0,645000.0,645000.0,3747
60,Belgrave,410000.0,426000.0,482500.0,545000.0,620000.0,676000.0,636000.0,680000.0,782500.0,913000.0,Unknown
61,Belgrave Heights,430000.0,480000.0,590500.0,624000.0,687500.0,701500.0,685000.0,737500.0,902500.0,1167000.0,3160
62,Belgrave South,548000.0,541000.0,555500.0,565000.0,689000.0,782500.0,665500.0,845000.0,1085000.0,885000.0,3160
63,Bell Park,314000.0,323500.0,340000.0,360000.0,400000.0,452500.0,482000.0,500000.0,620000.0,560000.0,3215
64,Bell Post Hill,328000.0,333500.0,344500.0,355000.0,435000.0,487000.0,475000.0,508500.0,657500.0,707500.0,3215
65,Bellfield (Banyule),516000.0,582500.0,700000.0,778000.0,897000.0,882500.0,790000.0,800000.0,973000.0,,Unknown
66,Belmont,360000.0,362000.0,395000.0,430000.0,500000.0,545000.0,545000.0,605000.0,730000.0,745000.0,3216
67,Benalla,228000.0,235500.0,222500.0,231500.0,250000.0,284000.0,290000.0,302000.0,394000.0,415000.0,3672
68,Bendigo,340000.0,376500.0,372000.0,400000.0,400000.0,400000.0,420000.0,500000.0,602500.0,660000.0,Unknown
69,Bentleigh,900000.0,1050000.0,1245000.0,1380000.0,1470000.0,1394000.0,1376000.0,1510000.0,1748500.0,1680000.0,Unknown
70,Bentleigh East,750000.0,850000.0,1000500.0,1115000.0,1256000.0,1205000.0,1200000.0,1252500.0,1470000.0,1528000.0,3165
71,Berwick,453000.0,487500.0,535000.0,583000.0,670000.0,691000.0,672000.0,700000.0,830000.0,862500.0,3806
72,Beveridge,396000.0,351500.0,400000.0,430000.0,495000.0,540000.0,590000.0,540000.0,642500.0,684000.0,3753
73,Birchip,120000.0,90000.0,121500.0,55000.0,100000.0,100000.0,108500.0,121500.0,130000.0,180000.0,Unknown
74,Birregurra,255000.0,337500.0,302500.0,345000.0,382500.0,412500.0,463000.0,489500.0,692500.0,807500.0,3242
75,Bittern,402000.0,390000.0,382500.0,464000.0,526500.0,650000.0,577500.0,630000.0,748000.0,872500.0,3918
76,Black Hill,283500.0,321500.0,300000.0,315000.0,370000.0,405000.0,492500.0,491000.0,550000.0,650000.0,3350
77,Black Rock,1225000.0,1400000.0,1545000.0,1745000.0,2017500.0,2023000.0,1793000.0,1900000.0,2547500.0,2925000.0,Unknown
78,Blackburn,860500.0,936000.0,1200500.0,1241000.0,1410000.0,1370500.0,1305000.0,1408000.0,1638500.0,1845500.0,Unknown
79,Blackburn North,692000.0,790000.0,921500.0,1040000.0,1140500.0,1038000.0,1017500.0,1090000.0,1300000.0,1430500.0,3130
80,Blackburn South,697500.0,780000.0,920500.0,1050000.0,1200000.0,1063500.0,1034000.0,1100500.0,1338500.0,1325000.0,3130
81,Blackwood,310000.0,266000.0,260000.0,291000.0,403000.0,326500.0,372500.0,477500.0,610000.0,730000.0,Unknown
82,Blairgowrie,609000.0,627500.0,621500.0,770000.0,883000.0,990500.0,921500.0,1142000.0,1550000.0,1670000.0,3942
83,Blind Bight,362500.0,343000.0,401000.0,440000.0,514000.0,546000.0,552500.0,570000.0,668500.0,700000.0,3980
84,Bonbeach,580000.0,635000.0,700000.0,778000.0,882500.0,910000.0,855000.0,930000.0,1100000.0,1191000.0,3196
85,Bonnie Doon,250000.0,275000.0,290000.0,290000.0,315000.0,417500.0,410000.0,372500.0,565000.0,762500.0,3720
86,Bonshaw,,309000.0,309000.0,322500.0,235000.0,400000.0,379000.0,435000.0,523500.0,585000.0,3352
87,Boolarra,196500.0,260000.0,212500.0,202500.0,255000.0,250000.0,247500.0,255000.0,355000.0,,Unknown
88,Boort,157500.0,162500.0,130000.0,200500.0,215000.0,180000.0,185000.0,165000.0,240000.0,215000.0,3537
89,Boronia,459500.0,500500.0,592500.0,648500.0,735000.0,742500.0,680000.0,715000.0,845000.0,852500.0,3155
90,Botanic Ridge,492000.0,519000.0,565000.0,600000.0,690000.0,730000.0,700000.0,726000.0,880000.0,875000.0,3977
91,Box Hill,855000.0,1067000.0,1350000.0,1360500.0,1738000.0,1700500.0,1536500.0,1512500.0,1630500.0,1290000.0,Unknown
92,Box Hill North,746000.0,856500.0,1060000.0,1146000.0,1321000.0,1188000.0,1200000.0,1187500.0,1325000.0,1466000.0,3129
93,Box Hill South,785000.0,910000.0,1153000.0,1255000.0,1409000.0,1285500.0,1177500.0,1255000.0,1553000.0,1448000.0,3128
94,Braybrook,424000.0,479500.0,550000.0,629000.0,665000.0,728500.0,646500.0,670000.0,760000.0,840000.0,3019
95,Breakwater,255000.0,251500.0,267500.0,277500.0,335000.0,385000.0,405000.0,410000.0,534500.0,593500.0,3219
96,Briagolong,226000.0,200000.0,215000.0,265000.0,257000.0,264000.0,315000.0,277500.0,400000.0,,3860
97,Briar Hill,572500.0,633000.0,680000.0,721500.0,833000.0,880000.0,823500.0,863000.0,1015000.0,1212500.0,3088
98,Bridgewater On Loddon,180000.0,190000.0,245000.0,269000.0,276000.0,288000.0,265000.0,290000.0,360000.0,340000.0,3516
99,Bright,325000.0,339500.0,392500.0,429500.0,495000.0,590000.0,580000.0,700000.0,911000.0,1225000.0,Unknown
100,Brighton,1802500.0,1940000.0,2302500.0,2740000.0,3050000.0,2888000.0,2662500.0,3136000.0,3478000.0,2938000.0,Unknown
101,Brighton East,1230000.0,1300000.0,1600000.0,1750000.0,1900000.0,1880000.0,1700000.0,1965000.0,2250000.0,2160000.0,3187
102,Broadford,291000.0,267000.0,270000.0,287500.0,330000.0,396500.0,415000.0,454000.0,505000.0,594000.0,3658
103,Broadmeadows,325000.0,345000.0,370000.0,416500.0,546000.0,575000.0,526000.0,554500.0,595000.0,600000.0,3047
104,Brookfield,330000.0,350500.0,340000.0,360000.0,425000.0,491500.0,445000.0,500000.0,537500.0,588500.0,3338
105,Brooklyn,491500.0,540000.0,602000.0,700500.0,834000.0,695000.0,672500.0,700000.0,850000.0,749500.0,3012
106,Brown Hill,310000.0,281500.0,270000.0,338000.0,350000.0,405000.0,449000.0,487500.0,600000.0,630000.0,3350
107,Brunswick,750000.0,815000.0,860500.0,946000.0,1200000.0,1100000.0,1033500.0,1100000.0,1350000.0,1325000.0,Unknown
108,Brunswick East,767000.0,819500.0,888000.0,998000.0,1150000.0,1170000.0,1011500.0,1283000.0,1420000.0,1360000.0,3057
109,Brunswick West,745000.0,790000.0,866500.0,1005000.0,1155000.0,1160000.0,1061500.0,1177500.0,1361000.0,1275000.0,3055
110,Bruthen,198000.0,182500.0,205000.0,207000.0,229500.0,261000.0,229000.0,345000.0,285000.0,389000.0,3885
111,Bulleen,780000.0,861000.0,1095000.0,1170000.0,1300000.0,1230000.0,1105000.0,1177000.0,1360000.0,1341000.0,3105
112,Bundalong,337500.0,336500.0,372500.0,425000.0,373000.0,462000.0,515000.0,725000.0,674500.0,3400000.0,Unknown
113,Bundoora,530000.0,553500.0,600500.0,652000.0,753000.0,730000.0,732500.0,745000.0,867500.0,846500.0,3083
114,Buninyong,348000.0,385000.0,364500.0,381000.0,470000.0,467500.0,475000.0,587500.0,666000.0,750000.0,3357
115,Bunyip,332500.0,325000.0,420000.0,357500.0,437500.0,550000.0,500500.0,541500.0,652500.0,750000.0,Unknown
116,Burnley,836000.0,1100000.0,999000.0,1215000.0,1405000.0,1277500.0,1188500.0,1497500.0,1595000.0,1850000.0,Unknown
117,Burnside,390000.0,401000.0,415000.0,518500.0,572500.0,605000.0,605000.0,660000.0,720000.0,754500.0,Unknown
118,Burnside Heights,427000.0,442500.0,460000.0,522000.0,590000.0,633000.0,591000.0,652500.0,701000.0,713500.0,3023
119,Burwood,780000.0,921000.0,1190000.0,1219000.0,1357000.0,1320000.0,1168000.0,1277500.0,1430000.0,1380000.0,Unknown
120,Burwood East,685500.0,782000.0,982500.0,1021000.0,1126500.0,1005000.0,1032500.0,1052000.0,1252000.0,1300000.0,3151
121,Cairnlea,480000.0,545000.0,540000.0,608500.0,710000.0,734000.0,752500.0,807500.0,850000.0,781000.0,3023
122,California Gully,252500.0,262000.0,255000.0,255000.0,250000.0,275000.0,287000.0,318000.0,415000.0,438000.0,3556
123,Camberwell,1382000.0,1655000.0,1912500.0,2090000.0,2300000.0,2155000.0,2070000.0,2085000.0,2563500.0,2403000.0,Unknown
124,Campbellfield,330000.0,338000.0,374500.0,420000.0,507000.0,550000.0,533000.0,537500.0,600000.0,636000.0,3061
125,Campbells Creek,382000.0,345000.0,387500.0,426500.0,380000.0,460500.0,500000.0,522500.0,650000.0,695000.0,3451
126,Camperdown,220000.0,186000.0,218000.0,217500.0,240000.0,235000.0,280000.0,295000.0,362500.0,404000.0,3260
127,Canadian,322500.0,297000.0,345000.0,339000.0,334500.0,373000.0,375000.0,422500.0,490000.0,568000.0,3350
128,Canterbury,1950000.0,2100000.0,2523000.0,2620000.0,3140000.0,2533000.0,2902500.0,2705000.0,3340000.0,3180000.0,3126
129,Cape Paterson,337000.0,332000.0,350000.0,358000.0,407500.0,442000.0,540000.0,635500.0,782500.0,948000.0,3995
130,Cape Schanck,620000.0,557500.0,660000.0,667500.0,972500.0,845000.0,940000.0,1095500.0,1365000.0,952500.0,3939
131,Capel Sound,350000.0,366000.0,390000.0,445000.0,542500.0,550000.0,520000.0,580000.0,775000.0,850000.0,3940
132,Carisbrook,218500.0,238500.0,200000.0,200000.0,245000.0,232500.0,300000.0,301500.0,364000.0,555000.0,3464
133,Carlton,1002500.0,1020000.0,830000.0,1050000.0,1470000.0,1625000.0,1308000.0,1452500.0,1492500.0,1600000.0,Unknown
134,Carlton North,890500.0,1095000.0,1177500.0,1360000.0,1628000.0,1445000.0,1555000.0,1500000.0,1670000.0,1640000.0,3054
135,Carnegie,865000.0,1007500.0,1300000.0,1348500.0,1510000.0,1445000.0,1313500.0,1420500.0,1781000.0,1450000.0,3163
136,Caroline Springs,435000.0,460000.0,480000.0,530000.0,611000.0,620000.0,620000.0,650000.0,720000.0,731000.0,3023
137,Carrum,510000.0,536000.0,611000.0,750000.0,835500.0,860000.0,770000.0,830000.0,952500.0,916500.0,Unknown
138,Carrum Downs,330000.0,346000.0,370000.0,430000.0,525000.0,575000.0,537000.0,577000.0,675000.0,728000.0,3201
139,Casterton,97500.0,99000.0,100000.0,126500.0,142000.0,132500.0,150000.0,161500.0,200000.0,195000.0,3311
140,Castlemaine,372500.0,369500.0,380000.0,410000.0,435000.0,499000.0,520000.0,555000.0,675500.0,718000.0,3450
141,Caulfield,1172500.0,1322000.0,1650000.0,1715000.0,1885000.0,1701000.0,1762500.0,1818500.0,2060000.0,1890000.0,Unknown
142,Caulfield North,1415000.0,1480000.0,1875000.0,2181000.0,2285000.0,1933500.0,2112000.0,2350000.0,2565000.0,2755000.0,3161
143,Caulfield South,1050000.0,1200000.0,1375000.0,1517500.0,1690000.0,1600000.0,1494500.0,1747500.0,1950000.0,1800000.0,3162
144,Chadstone,719000.0,823500.0,925000.0,1017500.0,1131000.0,1050000.0,958000.0,1105000.0,1255000.0,1192500.0,Unknown
145,Charlemont,,,,,157000.0,455000.0,465000.0,530000.0,627500.0,677500.0,3217
146,Charlton,120000.0,131000.0,179500.0,160000.0,136000.0,150000.0,147000.0,149500.0,195000.0,270000.0,3525
147,Chelsea,577500.0,580000.0,730000.0,890000.0,914000.0,905000.0,856500.0,980000.0,1193500.0,1205000.0,Unknown
148,Chelsea Heights,465000.0,513000.0,598000.0,641000.0,750000.0,778000.0,750000.0,805000.0,977500.0,985000.0,3196
149,Cheltenham,695000.0,775000.0,867000.0,940500.0,1171000.0,1105000.0,1035000.0,1130000.0,1308000.0,1518500.0,Unknown
150,Cheltenham East,600000.0,670000.0,770000.0,867500.0,982500.0,940000.0,940000.0,1010500.0,1190000.0,1138500.0,3192
151,Cheltenham North,584000.0,662000.0,745000.0,900000.0,1025000.0,925000.0,913000.0,922500.0,1057500.0,886000.0,Unknown
152,Chewton,312500.0,296000.0,369000.0,403500.0,320000.0,435000.0,439500.0,605000.0,672500.0,1550000.0,Unknown
153,Chiltern,171500.0,187500.0,220000.0,250000.0,238500.0,260000.0,223500.0,321000.0,330000.0,392000.0,Unknown
154,Chirnside Park,450000.0,490500.0,542500.0,627000.0,735000.0,700000.0,680500.0,757000.0,900000.0,950000.0,3116
155,Churchill,182000.0,178500.0,172500.0,182000.0,175000.0,180000.0,185000.0,226000.0,305000.0,361000.0,Unknown
156,Clarinda,525000.0,606500.0,682500.0,751000.0,866000.0,802500.0,820000.0,851500.0,1024500.0,1173000.0,3169
157,Clayton,645000.0,750000.0,976000.0,1010500.0,1250000.0,1255000.0,1158000.0,1055000.0,1200000.0,1082500.0,Unknown
158,Clayton North,630000.0,850000.0,1075000.0,1100000.0,1234500.0,1330000.0,1377500.0,1330000.0,1300000.0,1107500.0,Unknown
159,Clayton South,522500.0,580000.0,690000.0,755000.0,850000.0,850000.0,832000.0,830000.0,980000.0,1032500.0,3169
160,Clifton Hill,867000.0,965000.0,1085000.0,1220000.0,1390000.0,1364500.0,1348000.0,1375000.0,1750000.0,1670000.0,3068
161,Clifton Springs,336000.0,342000.0,345000.0,365000.0,420000.0,472000.0,485000.0,518500.0,665000.0,740000.0,3222
162,Clunes,219000.0,237500.0,245000.0,255000.0,263000.0,354000.0,320000.0,360000.0,440000.0,510000.0,3370
163,Clyde,397000.0,406000.0,397000.0,435000.0,430000.0,505000.0,545000.0,575000.0,636000.0,700000.0,Unknown
164,Clyde North,409000.0,380000.0,410000.0,491000.0,550000.0,595000.0,570000.0,605000.0,680000.0,750000.0,3978
165,Cobblebank,335500.0,323000.0,318000.0,328000.0,374000.0,460000.0,480000.0,510000.0,562500.0,646500.0,3338
166,Cobden,162500.0,145000.0,178500.0,177000.0,263000.0,225000.0,237000.0,272000.0,339500.0,303000.0,3266
167,Cobram,218000.0,230000.0,236000.0,265000.0,255000.0,255000.0,272500.0,300000.0,370000.0,375000.0,Unknown
168,Coburg,633000.0,710000.0,778000.0,876000.0,1000000.0,968000.0,935500.0,1096000.0,1255000.0,1262500.0,Unknown
169,Coburg East,560000.0,597500.0,675000.0,765000.0,861000.0,841500.0,825000.0,975000.0,1102000.0,1015000.0,Unknown
170,Coburg North,538500.0,600000.0,665000.0,780000.0,821000.0,814000.0,805000.0,912500.0,1017000.0,1081000.0,3058
171,Cockatoo,355000.0,365000.0,385500.0,430000.0,539500.0,591000.0,580000.0,610000.0,730500.0,850000.0,3781
172,Cohuna,139000.0,175000.0,175000.0,157500.0,180000.0,177500.0,204000.0,232500.0,260000.0,275000.0,3568
173,Colac,226500.0,235000.0,246500.0,259500.0,282500.0,320000.0,315000.0,350000.0,420000.0,517500.0,Unknown
174,Coldstream,385000.0,405000.0,441000.0,521000.0,597500.0,660000.0,635000.0,648000.0,767000.0,800000.0,3770
175,Coleraine,118000.0,95000.0,96000.0,90000.0,133000.0,114000.0,144000.0,127000.0,172000.0,299000.0,3315
176,Collingwood,741000.0,775000.0,914000.0,920000.0,1205000.0,1097500.0,1060000.0,1155000.0,1251500.0,1289000.0,Unknown
177,Connewarre,612500.0,722500.0,800000.0,892000.0,955000.0,1200000.0,1345000.0,1647500.0,1625000.0,2842500.0,3227
178,Coolaroo,290000.0,290000.0,302500.0,340000.0,451000.0,480000.0,441000.0,477000.0,500000.0,550000.0,3048
179,Coonans Hill,655000.0,732000.0,743000.0,870000.0,963000.0,927000.0,902500.0,1055000.0,1213000.0,1280500.0,Unknown
180,Coongulla,150000.0,205000.0,189000.0,185000.0,192000.0,242000.0,335000.0,285000.0,280000.0,292500.0,3860
181,Corinella,330000.0,270000.0,370000.0,325000.0,391000.0,450000.0,357500.0,510000.0,670000.0,1490500.0,3984
182,Corio,230000.0,242000.0,240000.0,250000.0,305000.0,370000.0,351500.0,390000.0,458000.0,524000.0,3214
183,Coronet Bay,251000.0,249000.0,240000.0,266000.0,325500.0,345000.0,370000.0,407500.0,522500.0,640000.0,3984
184,Corryong,166500.0,135000.0,160000.0,164000.0,180000.0,162500.0,236000.0,226500.0,240000.0,287500.0,3707
185,Cowes,385000.0,357500.0,412500.0,400000.0,440000.0,541000.0,560000.0,589500.0,876500.0,1067500.0,3922
186,Cowes West,320000.0,350000.0,329000.0,353500.0,390000.0,485500.0,508000.0,545000.0,702500.0,825000.0,Unknown
187,Craigieburn,360000.0,362000.0,390000.0,425000.0,502500.0,546500.0,525000.0,560000.0,620000.0,668000.0,3064
188,Cranbourne,315000.0,331500.0,360000.0,406000.0,510000.0,540000.0,500000.0,510500.0,618000.0,670000.0,Unknown
189,Cranbourne East,390000.0,410000.0,437000.0,460000.0,535000.0,574500.0,567000.0,590000.0,662500.0,720000.0,3977
190,Cranbourne North,370000.0,375000.0,410000.0,455000.0,541000.0,600000.0,570000.0,587500.0,653000.0,715000.0,3977
191,Cranbourne South,,455000.0,685000.0,685000.0,600000.0,425000.0,632500.0,634000.0,710000.0,780000.0,3977
192,Cranbourne West,330000.0,335000.0,350000.0,410000.0,510500.0,540000.0,508000.0,530000.0,625000.0,696000.0,3977
193,Cremorne,821000.0,886500.0,1030000.0,1072000.0,1230000.0,1420000.0,1290000.0,1405000.0,1500000.0,1777500.0,3121
194,Creswick,245000.0,270000.0,265000.0,292500.0,311500.0,324000.0,350000.0,387500.0,500000.0,520000.0,Unknown
195,Crib Point,355000.0,339000.0,350000.0,402000.0,502500.0,555000.0,527500.0,580000.0,740000.0,870000.0,3919
196,Croydon,470000.0,525000.0,605000.0,695000.0,810000.0,792500.0,735000.0,787500.0,920000.0,910500.0,Unknown
197,Croydon Hills,571500.0,606000.0,697000.0,730000.0,875000.0,877500.0,835000.0,920000.0,1100000.0,1120000.0,3136
198,Croydon North,540500.0,600000.0,702500.0,790500.0,872000.0,840000.0,827500.0,860500.0,1050000.0,1188000.0,3136
199,Croydon South,442000.0,530000.0,600000.0,655000.0,800000.0,757500.0,715500.0,740000.0,895000.0,887500.0,3136
200,Curlewis,385500.0,382500.0,387000.0,406500.0,430000.0,495000.0,565000.0,572500.0,646500.0,693000.0,3222
201,Dallas,280000.0,295000.0,321500.0,345000.0,430000.0,490000.0,451500.0,467500.0,525000.0,535000.0,3047
202,Dalyston,245000.0,260000.0,257000.0,255000.0,273500.0,305000.0,373000.0,421000.0,536000.0,567500.0,3992
